-1.65799,-0.567768
-1.35695,-0.566725
-1.1065,-0.565723
-0.911857,-0.618024
-0.806792,-0.683906
-0.696697,-0.770993
-0.615981,-0.879624
-0.581876,-1.0695
-0.539121,-1.34329
-0.565991,-1.44799
-0.616276,-1.58356
-0.659311,-1.63196
-0.678586,-1.63171
-0.68771,-1.6361
-0.691107,-1.63356
-0.702817,-1.6321
-0.689546,-1.64034
-0.546174,-1.72203
-0.279345,-1.79687
-0.0021552,-1.83495
0.282825,-1.88428
0.446551,-1.90878
0.553173,-1.89421
0.636417,-1.83891
0.672869,-1.77457
0.722979,-1.68056
0.726753,-1.53698
0.72491,-1.37368
0.64681,-1.11979
0.642194,-1.0305
0.658505,-0.88735
0.686173,-0.804076
0.749724,-0.733564
0.857757,-0.653487
1.03866,-0.575215
1.30357,-0.54737
1.57709,-0.538773
1.64896,-0.548435
1.64336,-0.543037
1.64452,-0.551509
1.75718,-0.479378
1.80582,-0.399095
1.84936,-0.262827
1.86868,0.0376275
1.88359,0.265487
1.86756,0.348528
1.79735,0.445997
1.71325,0.506433
1.61927,0.56059
1.49465,0.605559
1.32431,0.628653
1.05993,0.59281
0.906986,0.619453
0.769634,0.686169
0.691478,0.750896
0.590875,0.869112
0.529208,1.00412
0.477708,1.22173
0.472168,1.50249
0.492598,1.69584
0.491761,1.69519
0.472568,1.68993
0.471573,1.69358
0.370828,1.74343
0.236773,1.78684
-0.0393648,1.81417
-0.332887,1.80363
-0.625671,1.77423
-0.920187,1.71567
-1.20563,1.5817
-1.46546,1.43878
-1.5708,1.36477
-1.65717,1.26553
-1.71257,1.13765
-1.76752,0.866904
-1.79754,0.587587
-1.83842,0.305859
-1.89363,0.00569975
-1.90623,-0.0533988
-1.89542,-0.0646962
-1.8395,-0.227633
-1.76079,-0.350185
-1.70053,-0.434935
-1.56931,-0.54323
-1.38201,-0.596103
-1.12129,-0.619741
-0.920361,-0.591499
-0.792791,-0.531653
-0.655636,-0.448762
-0.580051,-0.383374
-0.573635,-0.39262
-0.58761,-0.394867
-0.564706,-0.107879
-0.523464,0.169988
-0.505383,0.303523
-0.497365,0.310685
-0.503481,0.3156
-0.502565,0.31956
-0.223876,0.430852
0.0493002,0.488018
0.319285,0.516748
0.413941,0.515008
0.145743,0.544053
0.389769,0.524939
0.671408,0.509689
0.912112,0.487237
1.15678,0.462196
1.35311,0.416003
1.52504,0.296289
1.6118,0.174218
1.75835,-0.107661
1.80116,-0.190971
1.80393,-0.170757
1.67342,-0.115224
1.7008,-0.226015
1.69231,-0.356199
1.65972,-0.460276
1.58372,-0.527043
1.5008,-0.566562
1.36128,-0.630278
1.17226,-0.634082
0.923497,-0.59219
0.884797,-0.580006
0.871647,-0.567472
0.788726,-0.598699
0.686194,-0.633757
0.614536,-0.685366
0.559846,-0.811647
0.504557,-0.982099
0.454542,-1.26245
0.445097,-1.49633
0.451766,-1.53287
0.476767,-1.56575
0.469119,-1.55819
0.477334,-1.56733
0.464349,-1.56616
0.413679,-1.54485
0.376731,-1.50905
0.353079,-1.44119
0.342668,-1.38408
0.425559,-1.1505
0.472922,-0.855304
0.499835,-0.569147
0.51995,-0.280048
0.510003,-0.0170616
0.468345,0.187167
0.406999,0.317004
0.295837,0.424382
0.164711,0.504142
-0.0986861,0.60326
-0.292331,0.6967
-0.283259,0.705721

